学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
9,温州医科大学,21,临床药学,1,580,75732
9,温州医科大学,25,医学检验技术,1,595,58076
9,温州医科大学,31,生物技术,1,567,91217
9,温州医科大学,39,护理学,1,562,97307
9,温州医科大学,43,生物制药,1,549,113167
10,浙江海洋大学,12,护理学,1,565,93950
12,浙江中医药大学,22,护理学,2,544,119264
12,浙江中医药大学,29,生物科学,1,548,114107
12,浙江中医药大学,30,医学实验技术,1,581,73841
33,浙江树人学院,16,土木工程,78,484,189814
33,浙江树人学院,17,智能建造,1,528,138791
33,浙江树人学院,30,环境工程,40,489,185245
33,浙江树人学院,31,应用化学,11,505,167266
33,浙江树人学院,32,生物工程,6,499,173390
33,浙江树人学院,34,环境生态工程,55,487,186796
33,浙江树人学院,501,国际金融,80,471,203559
33,浙江树人学院,503,电子商务,78,475,199016
33,浙江树人学院,504,商务数据分析与应用,34,478,196077
33,浙江树人学院,506,现代文秘(涉外方向),60,465,208632
36,杭州医学院,12,医学检验技术,1,548,114431
36,杭州医学院,20,智能医学工程,2,538,126933
41,浙江艺术职业学院,510,音像技术,5,489,184551
41,浙江艺术职业学院,513,影视编导,9,488,185555
41,浙江艺术职业学院,519,文化创意与策划,55,485,189050
41,浙江艺术职业学院,523,公共文化服务与管理,56,478,196504
42,浙江交通职业技术学院,510,城市轨道交通运营管理,1,565,94118
43,浙江工商职业技术学院,503,大数据与会计(中外合作办学),44,485,189567
43,浙江工商职业技术学院,508,国际商务(中外合作办学),57,461,213024
43,浙江工商职业技术学院,511,商务数据分析与应用,9,489,185010
43,浙江工商职业技术学院,518,工程造价,32,487,186988
43,浙江工商职业技术学院,521,建筑工程技术,6,487,187285
43,浙江工商职业技术学院,527,软件技术,28,489,185371
43,浙江工商职业技术学院,532,应用电子技术,11,489,185210
44,浙江工贸职业技术学院,502,材料工程技术,12,485,188857
44,浙江工贸职业技术学院,505,模具设计与制造,14,488,186237
44,浙江工贸职业技术学院,506,工业机器人技术(中外合作办学),40,459,213920
44,浙江工贸职业技术学院,507,环境工程技术,28,476,198963
44,浙江工贸职业技术学院,509,智能网联汽车技术,23,486,188258
44,浙江工贸职业技术学院,510,电子信息工程技术,68,481,193690
44,浙江工贸职业技术学院,512,软件技术,90,482,192274
44,浙江工贸职业技术学院,513,人工智能技术应用,65,481,193624
44,浙江工贸职业技术学院,514,大数据技术,59,482,192644
44,浙江工贸职业技术学院,516,动漫制作技术,1,513,157308
44,浙江工贸职业技术学院,518,工业设计,6,487,187580
44,浙江工贸职业技术学院,524,眼视光技术(中外合作办学),71,469,205263
44,浙江工贸职业技术学院,525,商务英语,110,476,198898
44,浙江工贸职业技术学院,526,市场营销,11,477,197318
44,浙江工贸职业技术学院,527,国际经济与贸易,66,476,198881
44,浙江工贸职业技术学院,528,电子商务,94,478,196488
44,浙江工贸职业技术学院,529,现代物流管理,51,475,199655
44,浙江工贸职业技术学院,530,商务数据分析与应用,41,475,199951
44,浙江工贸职业技术学院,532,酒店管理与数字化运营,2,485,189247
44,浙江工贸职业技术学院,534,人力资源管理,42,476,198657
44,浙江工贸职业技术学院,535,金融服务与管理,41,474,200061
44,浙江工贸职业技术学院,536,知识产权管理,57,484,190452
46,浙江商业职业技术学院,502,现代物流管理(中美合作),33,460,213114
46,浙江商业职业技术学院,503,智能物流技术,10,488,185510
46,浙江商业职业技术学院,504,工商企业管理(数字管理方向),11,489,184728
46,浙江商业职业技术学院,505,连锁经营与管理,8,489,184793
46,浙江商业职业技术学院,507,市场营销(中法合作),31,465,208909
46,浙江商业职业技术学院,508,金融科技应用,23,488,186105
46,浙江商业职业技术学院,513,电子商务(中美合作),28,480,194660
46,浙江商业职业技术学院,518,导游（国际旅游）,3,489,185238
46,浙江商业职业技术学院,520,餐饮智能管理,5,488,185736
46,浙江商业职业技术学院,523,智能控制技术,10,489,184631
46,浙江商业职业技术学院,525,应用电子技术,1,522,147022
46,浙江商业职业技术学院,526,工业互联网应用,40,486,187675
47,浙江警官职业学院,507,建筑消防技术,142,457,216371
47,浙江警官职业学院,508,安全防范技术,132,458,214976
47,浙江警官职业学院,509,智能安防运营管理,87,460,213590
47,浙江警官职业学院,510,无人机应用技术,30,483,191012
47,浙江警官职业学院,512,密码技术应用,91,464,209794
47,浙江警官职业学院,513,移动应用开发,85,464,209633
47,浙江警官职业学院,514,司法鉴定技术,20,481,192938
48,浙江工业职业技术学院,503,工业机器人技术,27,480,194161
48,浙江工业职业技术学院,504,机械制造及自动化,52,482,192159
48,浙江工业职业技术学院,505,数控技术,69,474,200048
48,浙江工业职业技术学院,506,智能制造装备技术,2,484,189812
48,浙江工业职业技术学院,507,信息安全技术应用,7,481,193694
48,浙江工业职业技术学院,508,计算机应用技术(智能移动终端软件开发),38,482,191966
48,浙江工业职业技术学院,509,工业设计,67,471,202961
48,浙江工业职业技术学院,510,视觉传达设计,74,479,195608
48,浙江工业职业技术学院,511,大数据技术,36,480,194249
48,浙江工业职业技术学院,512,智能网联汽车技术,8,478,196771
48,浙江工业职业技术学院,514,电子信息工程技术,32,478,196232
48,浙江工业职业技术学院,515,微电子技术,39,474,200389
48,浙江工业职业技术学院,519,统计与大数据分析,81,481,193327
48,浙江工业职业技术学院,520,电子商务,44,478,196742
48,浙江工业职业技术学院,521,国际经济与贸易,43,477,197120
48,浙江工业职业技术学院,522,市场营销,82,468,206008
48,浙江工业职业技术学院,523,跨境电子商务,95,470,204417
48,浙江工业职业技术学院,524,建筑工程技术,10,469,205123
48,浙江工业职业技术学院,525,工程造价,97,469,204911
48,浙江工业职业技术学院,526,智能建造技术,24,469,205544
48,浙江工业职业技术学院,527,道路与桥梁工程技术,95,465,209324
48,浙江工业职业技术学院,528,室内艺术设计,87,465,209490
48,浙江工业职业技术学院,529,模具设计与制造,39,475,199067
48,浙江工业职业技术学院,530,食品检验检测技术,20,485,189618
48,浙江工业职业技术学院,532,智能控制技术,28,476,198819
49,浙江旅游职业学院,501,酒店管理与数字化运营,50,470,204355
49,浙江旅游职业学院,503,餐饮智能管理,40,466,208096
49,浙江旅游职业学院,504,民宿管理与运营,20,473,201613
49,浙江旅游职业学院,505,中西面点工艺(中外合作办学),9,467,207490
49,浙江旅游职业学院,506,导游,32,475,199696
49,浙江旅游职业学院,507,研学旅行管理与服务,57,471,203686
49,浙江旅游职业学院,508,旅游管理,15,484,190370
49,浙江旅游职业学院,509,旅游英语,41,481,193915
49,浙江旅游职业学院,510,国际邮轮乘务管理,33,466,208313
49,浙江旅游职业学院,513,旅游日语,24,473,201221
49,浙江旅游职业学院,514,应用俄语,44,461,213035
49,浙江旅游职业学院,515,人力资源管理,59,481,193586
49,浙江旅游职业学院,516,网络营销与直播电商,10,486,188379
49,浙江旅游职业学院,517,会展策划与管理,48,482,192451
49,浙江旅游职业学院,518,传播与策划,28,487,187267
49,浙江旅游职业学院,524,智慧旅游技术应用,39,466,207814
49,浙江旅游职业学院,526,大数据技术,12,486,187998
49,浙江旅游职业学院,527,智慧健康养老服务与管理,53,478,196170
49,浙江旅游职业学院,528,茶艺与茶文化,7,476,198132
49,浙江旅游职业学院,529,休闲体育,7,478,196676
49,浙江旅游职业学院,531,健康管理,22,484,190530
52,浙江建设职业技术学院,502,土木工程检测技术,6,485,189254
52,浙江建设职业技术学院,503,建筑钢结构工程技术,10,486,188279
52,浙江建设职业技术学院,504,智能建造技术,14,487,187100
52,浙江建设职业技术学院,506,工程造价,23,488,186121
52,浙江建设职业技术学院,507,建设工程管理,12,485,188743
52,浙江建设职业技术学院,508,建筑经济信息化管理,7,487,186938
52,浙江建设职业技术学院,509,房地产经营与管理,6,482,192913
52,浙江建设职业技术学院,511,工程安全评价与监理,8,486,187978
52,浙江建设职业技术学院,515,建筑电气工程技术(中外合作办学),24,468,206359
52,浙江建设职业技术学院,517,市政工程技术,25,486,188250
52,浙江建设职业技术学院,518,给排水工程技术,16,486,187753
52,浙江建设职业技术学院,520,建筑消防技术,1,568,89579
52,浙江建设职业技术学院,521,智能工程机械运用技术,1,511,159345
52,浙江建设职业技术学院,522,建筑设计,11,487,187140
52,浙江建设职业技术学院,523,建筑设计(中外合作办学),9,470,204470
52,浙江建设职业技术学院,530,装配化装修技术,25,480,194241
53,浙江经贸职业技术学院,531,酒店管理与数字化运营(中外合作办学),32,482,192880
54,浙江育英职业技术学院,501,民航安全技术管理,20,433,234611
54,浙江育英职业技术学院,502,城市轨道交通运营管理,185,420,242881
54,浙江育英职业技术学院,503,高速铁路客运服务,45,417,245097
54,浙江育英职业技术学院,504,计算机应用技术,75,427,238610
54,浙江育英职业技术学院,505,大数据技术,75,417,245081
54,浙江育英职业技术学院,506,计算机网络技术,80,421,242500
54,浙江育英职业技术学院,507,信息安全技术应用,50,416,245762
54,浙江育英职业技术学院,508,人工智能技术应用,50,422,241774
54,浙江育英职业技术学院,509,电子商务,45,417,244760
54,浙江育英职业技术学院,510,跨境电子商务,30,417,245154
54,浙江育英职业技术学院,511,市场营销,10,417,245238
54,浙江育英职业技术学院,512,大数据与会计,65,436,232738
54,浙江育英职业技术学院,513,网络营销与直播电商,25,414,246514
54,浙江育英职业技术学院,514,国际商务,30,411,248495
54,浙江育英职业技术学院,515,酒店管理与数字化运营,8,419,243807
54,浙江育英职业技术学院,516,会展策划与管理,25,412,248004
54,浙江育英职业技术学院,517,旅游管理,12,413,247126
54,浙江育英职业技术学院,518,体育运营与管理,10,414,246710
54,浙江育英职业技术学院,521,人物形象设计,5,434,234214
55,浙江东方职业技术学院,501,民政服务与管理,30,420,243270
55,浙江东方职业技术学院,502,护理,10,477,197635
55,浙江东方职业技术学院,503,酒店管理与数字化运营,28,406,250940
55,浙江东方职业技术学院,504,智慧健康养老服务与管理,10,437,232144
55,浙江东方职业技术学院,505,学前教育(师范),13,463,210740
55,浙江东方职业技术学院,506,社会工作,15,418,244654
55,浙江东方职业技术学院,507,电子商务,30,413,247493
55,浙江东方职业技术学院,508,现代物流管理,35,409,249402
55,浙江东方职业技术学院,509,工商企业管理,20,408,250178
55,浙江东方职业技术学院,510,网络营销与直播电商,45,405,251587
55,浙江东方职业技术学院,511,国际经济与贸易,27,412,247671
55,浙江东方职业技术学院,512,跨境电子商务,30,413,247228
55,浙江东方职业技术学院,513,商务数据分析与应用,25,405,251737
55,浙江东方职业技术学院,514,财富管理,20,405,251906
55,浙江东方职业技术学院,515,大数据与会计,80,426,239174
55,浙江东方职业技术学院,516,大数据与财务管理,45,415,246245
55,浙江东方职业技术学院,517,会计信息管理,20,409,249321
55,浙江东方职业技术学院,518,大数据技术,40,411,248080
55,浙江东方职业技术学院,519,数字媒体技术,30,428,238284
55,浙江东方职业技术学院,520,计算机应用技术,82,416,245531
55,浙江东方职业技术学院,521,计算机网络技术,55,410,248660
55,浙江东方职业技术学院,522,人工智能技术应用,45,415,246002
55,浙江东方职业技术学院,523,软件技术,60,407,250634
55,浙江东方职业技术学院,524,信息安全技术应用,65,404,252120
55,浙江东方职业技术学院,525,电气自动化技术,99,432,235437
55,浙江东方职业技术学院,526,工业设计,70,405,251950
55,浙江东方职业技术学院,527,智能制造装备技术,70,412,247865
55,浙江东方职业技术学院,528,智能控制技术,89,406,250947
55,浙江东方职业技术学院,529,新能源装备技术,70,415,245911
55,浙江东方职业技术学院,530,数字媒体艺术设计,65,406,251068
55,浙江东方职业技术学院,531,工艺美术品设计,35,402,253200
56,浙江长征职业技术学院,501,建筑室内设计,24,414,246742
56,浙江长征职业技术学院,502,工程造价,22,413,247264
56,浙江长征职业技术学院,503,工业机器人技术,30,419,243502
56,浙江长征职业技术学院,504,无人机应用技术,22,423,241263
56,浙江长征职业技术学院,505,汽车电子技术,10,414,246820
56,浙江长征职业技术学院,506,城市轨道交通运营管理,130,413,247072
56,浙江长征职业技术学院,507,计算机应用技术,37,419,243461
56,浙江长征职业技术学院,508,软件技术,10,419,243723
56,浙江长征职业技术学院,509,数字媒体技术,47,421,242553
56,浙江长征职业技术学院,510,护理,256,422,241979
56,浙江长征职业技术学院,511,健康大数据管理与服务,10,419,243872
56,浙江长征职业技术学院,512,大数据与财务管理,8,423,241133
56,浙江长征职业技术学院,513,大数据与会计,88,417,245149
56,浙江长征职业技术学院,514,电子商务,12,425,240188
56,浙江长征职业技术学院,515,网络新闻与传播,10,419,244048
56,浙江长征职业技术学院,516,药品经营与管理,47,412,247603
56,浙江长征职业技术学院,517,人工智能技术应用,27,417,244923
56,浙江长征职业技术学院,518,学前教育(师范),70,436,232365
56,浙江长征职业技术学院,519,口腔卫生保健,65,410,248771
56,浙江长征职业技术学院,520,口腔医学技术,65,416,245475
56,浙江长征职业技术学院,521,新能源汽车技术,40,413,246991
58,浙江纺织服装职业技术学院,502,服装与服饰设计,36,463,210569
58,浙江纺织服装职业技术学院,506,人物形象设计(中外合作办学)(中韩合作),10,459,214285
58,浙江纺织服装职业技术学院,511,数字媒体艺术设计,15,478,196114
58,浙江纺织服装职业技术学院,513,服装设计与工艺,27,465,209315
58,浙江纺织服装职业技术学院,514,服装陈列与展示设计,25,456,216617
58,浙江纺织服装职业技术学院,515,针织技术与针织服装,8,461,212601
58,浙江纺织服装职业技术学院,516,服装设计与工艺(时装管理),65,455,217481
58,浙江纺织服装职业技术学院,517,服装设计与工艺(中外合作办学)(中日合作),50,435,233461
58,浙江纺织服装职业技术学院,518,服装与服饰设计(中外合作办学)(中英合作),27,439,230236
58,浙江纺织服装职业技术学院,519,服装陈列与展示设计(中外合作办学)(时尚传媒，中英合作),27,431,235735
58,浙江纺织服装职业技术学院,520,服装设计与工艺(中外合作办学)(时装管理，中英合作),20,431,235994
58,浙江纺织服装职业技术学院,522,软件技术,33,469,205411
58,浙江纺织服装职业技术学院,523,云计算技术应用,35,466,207625
58,浙江纺织服装职业技术学院,524,大数据技术,63,465,208968
58,浙江纺织服装职业技术学院,525,人工智能技术应用,58,471,203547
58,浙江纺织服装职业技术学院,526,市场营销,90,459,214043
58,浙江纺织服装职业技术学院,527,电子商务,54,469,205294
58,浙江纺织服装职业技术学院,528,国际经济与贸易,80,463,210632
58,浙江纺织服装职业技术学院,529,跨境电子商务,40,466,208269
58,浙江纺织服装职业技术学院,531,现代物流管理,39,460,213254
58,浙江纺织服装职业技术学院,532,工业机器人技术,33,471,203101
58,浙江纺织服装职业技术学院,534,工业互联网应用,30,465,209045
58,浙江纺织服装职业技术学院,535,纺织品检验与贸易,31,455,217445
58,浙江纺织服装职业技术学院,536,纺织品设计(设计与贸易),83,453,219823
58,浙江纺织服装职业技术学院,537,数字化染整技术,57,455,218185
58,浙江纺织服装职业技术学院,538,现代纺织技术(智能制造),63,456,217040
58,浙江纺织服装职业技术学院,539,建筑室内设计,25,466,208358
59,浙江广厦建设职业技术大学,1,建筑工程,29,481,193683
59,浙江广厦建设职业技术大学,2,园林景观工程,1,562,97132
59,浙江广厦建设职业技术大学,4,智能建造工程,34,481,193254
59,浙江广厦建设职业技术大学,5,道路与桥梁工程,45,478,196086
59,浙江广厦建设职业技术大学,6,工程造价,34,479,195206
59,浙江广厦建设职业技术大学,7,建设工程管理,24,477,197191
59,浙江广厦建设职业技术大学,16,建筑电气与智能化工程,14,484,189831
59,浙江广厦建设职业技术大学,20,计算机应用工程,2,500,172104
59,浙江广厦建设职业技术大学,21,软件工程技术,31,485,188801
59,浙江广厦建设职业技术大学,22,虚拟现实技术,30,483,190838
59,浙江广厦建设职业技术大学,29,给排水工程,34,478,196214
59,浙江广厦建设职业技术大学,30,建筑环境与能源工程,35,479,195209
59,浙江广厦建设职业技术大学,501,建筑设计,17,433,234313
59,浙江广厦建设职业技术大学,502,建设工程监理,17,425,240286
59,浙江广厦建设职业技术大学,503,道路与桥梁工程技术,35,425,239695
59,浙江广厦建设职业技术大学,504,建筑经济信息化管理,30,411,248328
59,浙江广厦建设职业技术大学,505,金融科技应用,34,425,239743
59,浙江广厦建设职业技术大学,506,大数据与财务管理,33,441,228727
59,浙江广厦建设职业技术大学,507,护理,23,475,199687
59,浙江广厦建设职业技术大学,508,康复治疗技术,22,443,227720
59,浙江广厦建设职业技术大学,509,智慧健康养老服务与管理,54,408,249862
59,浙江广厦建设职业技术大学,510,民航安全技术管理,53,407,250783
59,浙江广厦建设职业技术大学,511,社会工作,36,422,242162
59,浙江广厦建设职业技术大学,512,计算机应用技术,8,471,203233
59,浙江广厦建设职业技术大学,513,虚拟现实技术应用,6,445,225778
59,浙江广厦建设职业技术大学,514,机械制造及自动化,26,449,222741
59,浙江广厦建设职业技术大学,515,机电一体化技术,3,485,188744
59,浙江广厦建设职业技术大学,516,药品生产技术,21,433,234871
59,浙江广厦建设职业技术大学,517,药品质量与安全,26,426,239311
59,浙江广厦建设职业技术大学,518,药学,29,441,228629
59,浙江广厦建设职业技术大学,519,环境监测技术,30,415,246151
59,浙江广厦建设职业技术大学,520,环境工程技术,41,414,246689
59,浙江广厦建设职业技术大学,521,新能源材料应用技术,35,419,243483
59,浙江广厦建设职业技术大学,522,国际经济与贸易,28,425,239759
59,浙江广厦建设职业技术大学,523,商务英语,28,422,242184
59,浙江广厦建设职业技术大学,527,视觉传达设计,16,450,221684
59,浙江广厦建设职业技术大学,528,摄影与摄像艺术,14,429,237034
61,金华职业技术大学,531,园艺技术,1,568,90115
61,金华职业技术大学,548,应用化工技术,1,561,98054
62,义乌工商职业技术学院,501,旅游管理,11,458,215465
62,义乌工商职业技术学院,502,酒店管理与数字化运营,12,458,215485
62,义乌工商职业技术学院,503,会展策划与管理,24,458,215079
62,义乌工商职业技术学院,505,现代文秘(数智文秘),37,459,214711
62,义乌工商职业技术学院,506,机电一体化技术,53,473,201171
62,义乌工商职业技术学院,507,工业机器人技术,38,468,206241
62,义乌工商职业技术学院,508,电气自动化技术,49,475,199871
62,义乌工商职业技术学院,509,计算机应用技术,71,472,202714
62,义乌工商职业技术学院,510,大数据技术,41,464,209843
62,义乌工商职业技术学院,511,人工智能技术应用,32,466,207799
62,义乌工商职业技术学院,512,金融服务与管理,18,462,212182
62,义乌工商职业技术学院,513,大数据与会计,107,481,193033
62,义乌工商职业技术学院,514,工商企业管理,12,457,215701
62,义乌工商职业技术学院,515,市场营销,12,457,216236
62,义乌工商职业技术学院,516,国际经济与贸易,4,485,189434
62,义乌工商职业技术学院,517,国际商务,39,456,217267
62,义乌工商职业技术学院,518,现代物流管理,44,456,216542
62,义乌工商职业技术学院,519,应用英语,63,456,217330
62,义乌工商职业技术学院,520,应用西班牙语,25,455,217704
62,义乌工商职业技术学院,521,建筑装饰工程技术,14,454,218863
62,义乌工商职业技术学院,522,建筑工程技术(智慧建造技术),29,454,218375
62,义乌工商职业技术学院,523,建设工程管理,28,452,220463
62,义乌工商职业技术学院,524,市政工程技术,20,457,216397
62,义乌工商职业技术学院,525,数字媒体艺术设计,47,467,207148
62,义乌工商职业技术学院,527,产品艺术设计,19,457,216288
62,义乌工商职业技术学院,528,服装与服饰设计,20,454,218428
62,义乌工商职业技术学院,532,电子商务,38,474,200709
62,义乌工商职业技术学院,533,跨境电子商务,56,467,206795
62,义乌工商职业技术学院,534,网络营销与直播电商,32,460,213245
62,义乌工商职业技术学院,535,商务数据分析与应用,40,455,217979
64,温州职业技术学院,520,建筑加固与修复技术,13,496,177369
64,温州职业技术学院,528,虚拟现实技术应用(中外合作办学),20,484,190621
64,温州职业技术学院,529,服装与服饰设计(中外合作办学),6,487,187254
65,浙江越秀外国语学院,1,英语,1,565,94001
65,浙江越秀外国语学院,42,大数据管理与应用(中外合作办学),7,483,190840
65,浙江越秀外国语学院,501,商务管理,43,407,250718
65,浙江越秀外国语学院,502,应用日语,41,399,254716
65,浙江越秀外国语学院,503,应用西班牙语,43,390,259449
65,浙江越秀外国语学院,504,应用英语,114,404,252360
65,浙江越秀外国语学院,505,应用法语,45,385,261592
65,浙江越秀外国语学院,506,跨境电子商务,43,432,235446
65,浙江越秀外国语学院,507,融媒体技术与运营,79,411,248375
66,台州职业技术学院,501,机电一体化技术,24,480,194262
66,台州职业技术学院,502,数控技术,52,466,207719
66,台州职业技术学院,503,电气自动化技术,28,479,195456
66,台州职业技术学院,504,电气自动化技术(智慧物联),36,467,206973
66,台州职业技术学院,505,工业机器人技术,49,464,209575
66,台州职业技术学院,506,电气自动化技术(中外合作办学),40,452,220311
66,台州职业技术学院,507,汽车制造与试验技术,73,455,217700
66,台州职业技术学院,508,新能源汽车技术,72,469,205097
66,台州职业技术学院,509,计算机应用技术,48,468,205866
66,台州职业技术学院,510,数字媒体技术,23,480,194635
66,台州职业技术学院,511,建筑装饰工程技术,37,452,220122
66,台州职业技术学院,512,工程造价,32,459,213935
66,台州职业技术学院,513,药品生产技术,71,467,207531
66,台州职业技术学院,514,药品质量与安全,33,469,205036
66,台州职业技术学院,518,金融服务与管理,36,457,216190
66,台州职业技术学院,519,社区管理与服务,35,463,211234
66,台州职业技术学院,520,商务英语,72,458,215467
66,台州职业技术学院,521,市场营销,36,453,219447
66,台州职业技术学院,522,电子商务,37,459,214357
66,台州职业技术学院,523,酒店管理与数字化运营,48,452,220745
66,台州职业技术学院,524,机电一体化技术(机电一体化师),24,471,203232
66,台州职业技术学院,525,建筑工程技术,37,451,221171
66,台州职业技术学院,526,化学制药技术,34,465,209195
66,台州职业技术学院,527,商务数据分析与应用,37,454,218760
67,绍兴职业技术学院,501,计算机应用技术,54,446,224877
67,绍兴职业技术学院,502,计算机网络技术,55,442,228433
67,绍兴职业技术学院,503,软件技术,27,452,220249
67,绍兴职业技术学院,504,大数据技术,55,442,228347
67,绍兴职业技术学院,505,物联网应用技术,50,440,229996
67,绍兴职业技术学院,506,人工智能技术应用,55,442,228584
67,绍兴职业技术学院,507,大数据与会计,55,453,219915
67,绍兴职业技术学院,508,金融服务与管理,45,437,231650
67,绍兴职业技术学院,509,国际经济与贸易,50,437,231733
67,绍兴职业技术学院,510,电子商务,55,439,230554
67,绍兴职业技术学院,511,商务英语,55,436,232578
67,绍兴职业技术学院,512,跨境电子商务,53,442,228550
67,绍兴职业技术学院,513,机电一体化技术,50,454,218363
67,绍兴职业技术学院,514,工业机器人技术,20,451,220922
67,绍兴职业技术学院,515,城市轨道交通运营管理,135,456,217156
67,绍兴职业技术学院,516,城市轨道交通机电技术,97,447,224589
67,绍兴职业技术学院,517,城市轨道交通通信信号技术,47,452,220409
67,绍兴职业技术学院,518,室内艺术设计,50,440,229991
67,绍兴职业技术学院,519,数字媒体艺术设计,10,453,219362
67,绍兴职业技术学院,520,动漫设计,14,447,224636
67,绍兴职业技术学院,521,建筑工程技术,20,438,231015
67,绍兴职业技术学院,522,工程造价,50,434,234125
67,绍兴职业技术学院,523,智能建造技术,11,441,228917
67,绍兴职业技术学院,524,建设工程管理(BIM技术),15,438,230807
67,绍兴职业技术学院,525,护理,253,458,214795
67,绍兴职业技术学院,526,护理(中外合作办学),20,453,219495
67,绍兴职业技术学院,527,中医学,60,483,191309
67,绍兴职业技术学院,528,中药学,154,456,217089
67,绍兴职业技术学院,529,早期教育,20,434,233607
67,绍兴职业技术学院,530,学前教育(师范),99,437,231818
69,嘉兴职业技术学院,501,现代农业技术,33,469,205323
69,嘉兴职业技术学院,502,园艺技术,20,476,198091
69,嘉兴职业技术学院,503,园林技术,38,465,209493
69,嘉兴职业技术学院,505,环境工程技术,37,464,210022
69,嘉兴职业技术学院,506,工程造价,77,465,208623
69,嘉兴职业技术学院,507,工业机器人技术,35,473,201004
69,嘉兴职业技术学院,509,无人机应用技术,8,487,186872
69,嘉兴职业技术学院,510,现代纺织技术,38,460,213527
69,嘉兴职业技术学院,511,纺织品设计,40,458,215629
69,嘉兴职业技术学院,512,食品质量与安全,22,481,193390
69,嘉兴职业技术学院,513,飞机机电设备维修,30,473,201515
69,嘉兴职业技术学院,515,物联网应用技术,32,471,203330
69,嘉兴职业技术学院,516,软件技术,30,475,199726
69,嘉兴职业技术学院,517,信息安全技术应用,33,471,203739
69,嘉兴职业技术学院,518,虚拟现实技术应用,31,469,204886
69,嘉兴职业技术学院,519,人工智能技术应用,33,472,202635
69,嘉兴职业技术学院,521,国际经济与贸易,32,472,202121
69,嘉兴职业技术学院,522,电子商务,24,478,196750
69,嘉兴职业技术学院,523,现代物流管理,33,468,206475
69,嘉兴职业技术学院,524,旅游管理,38,463,210909
69,嘉兴职业技术学院,525,酒店管理与数字化运营,39,463,210827
69,嘉兴职业技术学院,526,文化创意与策划,29,478,196950
69,嘉兴职业技术学院,527,服装与服饰设计(中外合作办学),35,443,227569
69,嘉兴职业技术学院,528,工业设计,34,467,207240
70,湖州职业技术学院,501,市政工程技术,18,470,204418
70,湖州职业技术学院,502,建筑工程技术,10,470,204146
70,湖州职业技术学院,503,工程造价,30,470,204311
70,湖州职业技术学院,504,电梯工程技术,15,483,191304
70,湖州职业技术学院,505,机电一体化技术,2,520,149264
70,湖州职业技术学院,506,工业过程自动化技术,19,480,194858
70,湖州职业技术学院,507,工业机器人技术,17,480,194197
70,湖州职业技术学院,508,工业机器人技术(中外合作办学),55,454,218400
70,湖州职业技术学院,509,数字化设计与制造技术,17,474,200743
70,湖州职业技术学院,510,电气自动化技术,17,488,185786
70,湖州职业技术学院,511,新能源汽车技术,50,476,198943
70,湖州职业技术学院,512,新能源装备技术,19,474,200503
70,湖州职业技术学院,513,无人机应用技术,10,486,188251
70,湖州职业技术学院,514,智能网联汽车技术,20,470,204071
70,湖州职业技术学院,515,大数据技术,50,475,199076
70,湖州职业技术学院,516,电子信息工程技术,16,478,196833
70,湖州职业技术学院,517,软件技术,57,473,201197
70,湖州职业技术学院,518,物联网应用技术,40,470,204253
70,湖州职业技术学院,519,集成电路技术,20,472,202809
70,湖州职业技术学院,521,电子商务,5,488,186267
70,湖州职业技术学院,522,国际经济与贸易,10,481,193411
70,湖州职业技术学院,523,金融科技应用,4,482,192704
70,湖州职业技术学院,524,跨境电子商务,10,479,195393
70,湖州职业技术学院,525,现代物流管理,17,472,202507
70,湖州职业技术学院,526,酒店管理与数字化运营,14,470,204222
70,湖州职业技术学院,527,旅游管理,11,473,201881
70,湖州职业技术学院,528,旅游管理(中外合作办学),20,454,218970
70,湖州职业技术学院,529,智慧景区开发与管理,4,475,199580
70,湖州职业技术学院,530,服装与服饰设计,8,478,196270
70,湖州职业技术学院,531,视觉传达设计,27,474,199990
70,湖州职业技术学院,532,室内艺术设计,13,474,200857
70,湖州职业技术学院,533,数字媒体艺术设计,28,480,194336
70,湖州职业技术学院,534,人力资源管理,47,471,203682
70,湖州职业技术学院,535,商务英语,65,476,198761
71,衢州职业技术学院,501,护理(中外合作办学),24,485,189361
71,衢州职业技术学院,507,艺术设计,15,452,220464
71,衢州职业技术学院,508,摄影摄像技术,14,459,214637
71,衢州职业技术学院,509,数字媒体艺术设计,15,467,207536
71,衢州职业技术学院,510,大数据与会计,8,484,190483
71,衢州职业技术学院,511,跨境电子商务,19,454,218681
71,衢州职业技术学院,512,连锁经营与管理,30,449,222871
71,衢州职业技术学院,513,金融服务与管理,28,453,219698
71,衢州职业技术学院,514,计算机应用技术,38,462,211953
71,衢州职业技术学院,515,大数据技术,21,459,214554
71,衢州职业技术学院,516,物联网应用技术,25,457,215864
71,衢州职业技术学院,517,电气自动化技术,14,478,196859
71,衢州职业技术学院,518,人工智能技术应用,13,460,213261
71,衢州职业技术学院,519,工业机器人技术,7,465,208656
71,衢州职业技术学院,520,机电一体化技术,26,471,203009
71,衢州职业技术学院,521,新能源汽车技术,17,470,204169
71,衢州职业技术学院,522,智能制造装备技术,9,462,211693
71,衢州职业技术学院,523,飞行器维修技术,23,464,210312
71,衢州职业技术学院,524,休闲体育,4,454,218922
71,衢州职业技术学院,525,体育运营与管理,3,454,218772
71,衢州职业技术学院,526,化工装备技术,5,456,216789
71,衢州职业技术学院,527,化工智能制造技术,5,457,215706
