学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
3177,上海建设管理职业技术学院,509,花卉生产与花艺,8,445,225684
3177,上海建设管理职业技术学院,510,房地产经营与管理,14,435,233095
3177,上海建设管理职业技术学院,511,建筑智能化工程技术,9,441,228705
3177,上海建设管理职业技术学院,512,物联网应用技术,10,445,226009
3177,上海建设管理职业技术学院,513,智慧城市管理技术,13,439,230534
3178,上海浦东职业技术学院,502,飞行器数字化装配技术,3,477,197760
3178,上海浦东职业技术学院,503,人工智能技术应用,6,463,210751
3178,上海浦东职业技术学院,504,智能机器人技术,3,471,203312
3178,上海浦东职业技术学院,505,融媒体技术与运营,1,487,187437
3178,上海浦东职业技术学院,506,虚拟现实技术应用,4,467,206991
3178,上海浦东职业技术学院,507,跨境电子商务,2,482,192906
3179,上海中华职业技术学院,501,智能机器人技术,6,392,258525
3179,上海中华职业技术学院,502,人工智能技术应用,6,399,254569
3179,上海中华职业技术学院,503,工业互联网技术,6,389,259567
3179,上海中华职业技术学院,504,酒店管理与数字化运营,12,361,270760
3202,常州纺织服装职业技术学院,501,信息安全技术应用,4,440,229931
3202,常州纺织服装职业技术学院,502,数字化染整技术,10,440,229971
3202,常州纺织服装职业技术学院,503,纺织品检验与贸易,5,442,228482
3202,常州纺织服装职业技术学院,504,纺织品设计,5,440,229867
3202,常州纺织服装职业技术学院,505,跨境电子商务,5,441,228885
3202,常州纺织服装职业技术学院,506,商务英语,5,438,231198
3202,常州纺织服装职业技术学院,507,智慧健康养老服务与管理,5,443,227602
3202,常州纺织服装职业技术学院,508,婴幼儿托育服务与管理,5,437,231978
3202,常州纺织服装职业技术学院,509,电子商务,5,443,227330
3203,常州机电职业技术学院,501,机械制造及自动化,5,485,189569
3203,常州机电职业技术学院,502,数控技术,7,476,198486
3203,常州机电职业技术学院,503,机电一体化技术,4,489,185107
3203,常州机电职业技术学院,504,智能机器人技术,9,477,196997
3203,常州机电职业技术学院,505,新能源汽车技术,16,472,202639
3203,常州机电职业技术学院,506,城市轨道车辆应用技术,2,483,190939
3203,常州机电职业技术学院,507,智能网联汽车技术,2,470,204273
3204,常州工业职业技术学院,501,大数据技术,5,458,215108
3204,常州工业职业技术学院,502,物联网应用技术,5,456,216732
3204,常州工业职业技术学院,503,软件技术,5,462,211450
3204,常州工业职业技术学院,504,机械设计与制造,10,458,215054
3204,常州工业职业技术学院,505,环境工程技术,10,442,228095
3204,常州工业职业技术学院,506,空中乘务,10,442,227845
3204,常州工业职业技术学院,507,金融服务与管理,5,446,224771
3204,常州工业职业技术学院,508,电子商务,10,445,226226
3205,常州信息职业技术学院,513,工业互联网技术,1,487,187107
3205,常州信息职业技术学院,515,智能网联汽车技术,1,488,185864
3205,常州信息职业技术学院,516,工业软件开发技术,1,542,121567
3208,硅湖职业技术学院,501,机电一体化技术,6,408,250048
3208,硅湖职业技术学院,502,工业机器人技术,5,398,255309
3208,硅湖职业技术学院,503,机械制造及自动化,5,409,249283
3208,硅湖职业技术学院,504,电气自动化技术,5,414,246409
3208,硅湖职业技术学院,505,智能制造装备技术,5,396,256219
3208,硅湖职业技术学院,506,计算机应用技术,6,400,254252
3208,硅湖职业技术学院,507,计算机网络技术,5,390,259387
3208,硅湖职业技术学院,508,建筑室内设计,5,402,253352
3208,硅湖职业技术学院,509,服装设计与工艺,5,396,256384
3208,硅湖职业技术学院,510,虚拟现实技术应用,5,392,258397
3208,硅湖职业技术学院,511,智慧健康养老服务与管理,6,380,263561
3208,硅湖职业技术学院,512,健康管理,5,372,266825
3208,硅湖职业技术学院,513,智能医疗装备技术,6,386,261125
3208,硅湖职业技术学院,514,药品质量与安全,5,417,244686
3208,硅湖职业技术学院,515,运动健康指导,5,371,267149
3208,硅湖职业技术学院,516,婴幼儿托育服务与管理,5,383,262513
3208,硅湖职业技术学院,517,旅游管理,5,385,261511
3208,硅湖职业技术学院,518,酒店管理与数字化运营,5,389,259974
3208,硅湖职业技术学院,519,现代殡葬技术与管理,3,486,188448
3208,硅湖职业技术学院,520,殡葬设备维护技术,10,417,245019
3208,硅湖职业技术学院,521,数字媒体技术,5,402,253336
3208,硅湖职业技术学院,522,电子竞技运动与管理,5,372,267050
3208,硅湖职业技术学院,523,网络营销与直播电商,5,387,260465
3208,硅湖职业技术学院,524,人工智能技术应用,6,395,257038
3208,硅湖职业技术学院,525,大数据技术,5,389,259555
3213,建东职业技术学院,501,建筑室内设计,5,371,267402
3213,建东职业技术学院,502,建筑工程技术,5,356,272354
3213,建东职业技术学院,503,建筑消防技术,5,357,272085
3213,建东职业技术学院,504,工程造价,5,361,270931
3213,建东职业技术学院,505,机械制造及自动化,6,374,266035
3213,建东职业技术学院,506,机电一体化技术,6,385,261457
3213,建东职业技术学院,507,电气自动化技术,6,399,254784
3213,建东职业技术学院,508,无人机应用技术,6,371,267336
3213,建东职业技术学院,509,汽车制造与试验技术,6,367,268627
3213,建东职业技术学院,510,汽车技术服务与营销,6,355,272643
3213,建东职业技术学院,511,应用电子技术,6,365,269470
3213,建东职业技术学院,512,计算机应用技术,5,370,267475
3213,建东职业技术学院,513,铁道交通运营管理,5,381,263008
3213,建东职业技术学院,514,高速铁路客运服务,5,372,267033
3213,建东职业技术学院,515,空中乘务,5,359,271622
3213,建东职业技术学院,516,民航安全技术管理,5,362,270527
3213,建东职业技术学院,517,城市轨道交通机电技术,5,381,263271
3213,建东职业技术学院,518,城市轨道交通运营管理,5,384,262122
3213,建东职业技术学院,519,大数据与会计,5,372,266955
3213,建东职业技术学院,520,国际商务,5,361,270850
3213,建东职业技术学院,521,工商企业管理,5,361,270797
3213,建东职业技术学院,522,市场营销,5,363,270216
3213,建东职业技术学院,523,电子商务,5,366,269241
3213,建东职业技术学院,524,跨境电子商务,5,363,270244
3213,建东职业技术学院,525,现代物流管理,5,365,269537
3213,建东职业技术学院,526,健身指导与管理,5,359,271345
3213,建东职业技术学院,527,新能源汽车技术,5,366,269148
3213,建东职业技术学院,528,网络营销与直播电商,3,377,264723
3213,建东职业技术学院,529,酒店管理与数字化运营,3,362,270424
3214,苏州健雄职业技术学院,501,机电一体化技术(中外合作办学),15,435,232956
3214,苏州健雄职业技术学院,502,医学生物技术,5,462,211340
3214,苏州健雄职业技术学院,503,大数据与财务管理,5,448,223315
3214,苏州健雄职业技术学院,504,现代物流管理(中外合作办学),15,415,246183
3215,江海职业技术学院,501,机电一体化技术,40,372,266783
3215,江海职业技术学院,502,计算机应用技术,40,355,272639
3215,江海职业技术学院,503,建筑工程技术,40,342,276248
3215,江海职业技术学院,504,建筑消防技术,50,343,276145
3215,江海职业技术学院,505,建筑室内设计,50,350,274277
3215,江海职业技术学院,506,大数据与会计,40,361,270678
3215,江海职业技术学院,507,婴幼儿托育服务与管理,20,346,275374
3218,江南影视艺术职业学院,505,无人机应用技术,10,371,267332
3218,江南影视艺术职业学院,506,高速铁路客运服务,5,377,264817
3218,江南影视艺术职业学院,507,空中乘务,5,363,270229
3218,江南影视艺术职业学院,509,人工智能技术应用,10,365,269454
3219,江苏财经职业技术学院,502,财税大数据应用,3,480,194709
3219,江苏财经职业技术学院,503,电子商务,6,461,212987
3219,江苏财经职业技术学院,504,旅游管理,5,451,221003
3219,江苏财经职业技术学院,505,金融科技应用,7,455,218036
3219,江苏财经职业技术学院,506,婴幼儿托育服务与管理,8,444,226575
3219,江苏财经职业技术学院,507,大数据技术,2,479,195024
3219,江苏财经职业技术学院,508,机电一体化技术,7,467,206749
3223,江苏海事职业技术学院,502,水路运输安全管理,4,484,190536
3223,江苏海事职业技术学院,506,船舶电子电气技术,3,482,192148
3223,江苏海事职业技术学院,510,船舶工程技术,3,484,190148
3223,江苏海事职业技术学院,511,海洋工程装备技术,4,470,204769
3223,江苏海事职业技术学院,512,关务与外贸服务,1,488,185901
3223,江苏海事职业技术学院,513,电子商务,1,480,194250
3223,江苏海事职业技术学院,514,商务英语,3,474,200396
3223,江苏海事职业技术学院,515,软件技术,7,484,190591
3223,江苏海事职业技术学院,517,物联网应用技术,2,479,195188
3223,江苏海事职业技术学院,518,大数据技术,5,480,194904
3223,江苏海事职业技术学院,520,旅游管理,4,461,212800
3223,江苏海事职业技术学院,522,邮轮内装技术,2,469,205121
3223,江苏海事职业技术学院,523,数字化设计与制造技术,5,475,199650
3229,江苏农林职业技术学院,501,园林技术,6,480,194906
3229,江苏农林职业技术学院,503,休闲农业经营与管理,6,455,217692
3229,江苏农林职业技术学院,506,食品智能加工技术,5,460,213115
3229,江苏农林职业技术学院,507,农业生物技术,5,459,214442
3229,江苏农林职业技术学院,508,食用菌生产与加工技术,5,451,220992
3229,江苏农林职业技术学院,509,现代物流管理,5,452,220614
3229,江苏农林职业技术学院,510,酒店管理与数字化运营,6,447,224112
3229,江苏农林职业技术学院,511,电子商务,6,459,214132
3229,江苏农林职业技术学院,512,新能源汽车技术,4,480,193964
3229,江苏农林职业技术学院,513,智能网联汽车技术,5,452,220116
3229,江苏农林职业技术学院,514,机电一体化技术,5,476,198757
3229,江苏农林职业技术学院,515,现代农业装备应用技术,6,454,218349
3229,江苏农林职业技术学院,516,计算机应用技术,6,465,209220
3229,江苏农林职业技术学院,517,云计算技术应用,6,449,222847
3229,江苏农林职业技术学院,518,物联网应用技术,8,453,219177
3229,江苏农林职业技术学院,520,园林工程技术(中外合作办学),24,395,256743
3230,江苏食品药品职业技术学院,501,食品智能加工技术,10,462,212146
3230,江苏食品药品职业技术学院,502,食品药品监督管理,5,468,206135
3230,江苏食品药品职业技术学院,504,卫生检验与检疫技术,5,473,201874
3231,江苏信息职业技术学院,501,集成电路技术,2,473,201351
3231,江苏信息职业技术学院,502,电子信息工程技术,2,483,190873
3231,江苏信息职业技术学院,503,机电一体化技术,2,478,196867
3231,江苏信息职业技术学院,505,软件技术,2,476,198230
3232,江苏农牧科技职业学院,503,生物制药技术,14,475,199436
3232,江苏农牧科技职业学院,504,药品质量与安全,3,471,203314
3232,江苏农牧科技职业学院,505,食品检验检测技术,5,475,199781
3232,江苏农牧科技职业学院,506,食品智能加工技术,2,467,207003
3232,江苏农牧科技职业学院,507,宠物医疗技术,3,488,185670
3232,江苏农牧科技职业学院,508,水产养殖技术,6,474,200780
3232,江苏农牧科技职业学院,509,现代农业技术,6,478,196282
3232,江苏农牧科技职业学院,510,智能物流技术,4,437,232122
3232,江苏农牧科技职业学院,511,计算机应用技术,3,464,209872
3232,江苏农牧科技职业学院,512,物联网应用技术,5,456,216543
3232,江苏农牧科技职业学院,513,大数据技术,8,449,223122
3233,江阴职业技术学院,501,机械制造及自动化,5,455,217475
3233,江阴职业技术学院,502,环境工程技术,5,437,232006
3233,江阴职业技术学院,503,现代纺织技术,5,440,229565
3233,江阴职业技术学院,504,旅游管理,5,440,229727
3233,江阴职业技术学院,505,建筑工程技术,5,441,228668
3233,江阴职业技术学院,506,国际经济与贸易,5,443,227427
3234,金肯职业技术学院,501,新能源汽车技术,25,372,266958
3234,金肯职业技术学院,502,建筑室内设计,25,363,270131
3234,金肯职业技术学院,503,工程造价,10,370,267848
3234,金肯职业技术学院,504,无人机应用技术,15,370,267732
3234,金肯职业技术学院,505,数字媒体技术,25,367,268777
3234,金肯职业技术学院,506,计算机应用技术,25,367,268946
3234,金肯职业技术学院,507,大数据与会计,25,372,266928
3234,金肯职业技术学院,508,电子商务,25,368,268234
3234,金肯职业技术学院,509,城市轨道交通运营管理,35,385,261544
3234,金肯职业技术学院,510,空中乘务,10,362,270342
3236,金山职业技术学院,501,建筑室内设计,5,375,265861
3236,金山职业技术学院,502,工程造价,5,379,263980
3236,金山职业技术学院,503,数控技术,5,390,259206
3236,金山职业技术学院,504,智能制造装备技术,5,368,268512
3236,金山职业技术学院,505,机电一体化技术,5,406,250982
3236,金山职业技术学院,506,工业机器人技术,5,378,264577
3236,金山职业技术学院,507,电气自动化技术,5,409,249278
3236,金山职业技术学院,508,无人机应用技术,5,376,265278
3236,金山职业技术学院,509,新能源汽车技术,5,380,263629
3236,金山职业技术学院,510,高速铁路客运服务,5,392,258568
3236,金山职业技术学院,511,汽车技术服务与营销,5,372,266810
3236,金山职业技术学院,512,民航运输服务,5,363,269996
3236,金山职业技术学院,513,城市轨道交通运营管理,5,406,251027
3236,金山职业技术学院,514,计算机网络技术,5,371,267326
3236,金山职业技术学院,515,数字媒体技术,5,394,257135
3236,金山职业技术学院,516,人工智能技术应用,5,364,269691
3236,金山职业技术学院,517,婴幼儿托育服务与管理,5,361,270914
3236,金山职业技术学院,518,大数据与会计,5,391,258928
3236,金山职业技术学院,519,连锁经营与管理,5,361,270897
3236,金山职业技术学院,520,市场营销,5,367,268825
3236,金山职业技术学院,521,电子商务,5,377,264909
3236,金山职业技术学院,522,现代物流管理,5,365,269468
3236,金山职业技术学院,523,旅游管理,5,363,270083
3236,金山职业技术学院,524,酒店管理与数字化运营,5,365,269596
3236,金山职业技术学院,525,融媒体技术与运营,5,360,271317
3237,昆山登云科技职业学院,501,智慧健康养老服务与管理,2,404,252376
3237,昆山登云科技职业学院,502,新能源汽车技术,2,402,253211
3237,昆山登云科技职业学院,503,汽车智能技术,2,378,264611
3237,昆山登云科技职业学院,504,计算机网络技术,2,381,263326
3237,昆山登云科技职业学院,505,移动互联应用技术,2,376,265152
3237,昆山登云科技职业学院,506,人工智能技术应用,2,378,264579
3237,昆山登云科技职业学院,507,大数据技术,2,377,264893
3237,昆山登云科技职业学院,508,数控技术,2,399,254638
3237,昆山登云科技职业学院,509,智能网联汽车技术,2,369,268027
3237,昆山登云科技职业学院,510,建筑室内设计,2,385,261520
3237,昆山登云科技职业学院,511,建筑工程技术,2,367,268705
3237,昆山登云科技职业学院,512,动漫制作技术,4,379,263987
3237,昆山登云科技职业学院,513,全媒体广告策划与营销,2,399,254707
3237,昆山登云科技职业学院,514,酒店管理与数字化运营,2,386,261146
3248,南京科技职业学院,501,环境监测技术,6,474,200560
3248,南京科技职业学院,502,应急救援技术,6,466,207981
3248,南京科技职业学院,503,热能动力工程技术,2,485,189345
3248,南京科技职业学院,507,软件技术,5,485,189164
3249,南京机电职业技术学院,506,数控技术,2,484,189832
3249,南京机电职业技术学院,509,智能制造装备技术,2,482,192629
3249,南京机电职业技术学院,510,电子信息工程技术,2,516,153394
3249,南京机电职业技术学院,512,智能产品开发与应用,4,477,197264
3249,南京机电职业技术学院,514,软件技术,2,485,188844
3249,南京机电职业技术学院,515,现代通信技术,3,472,201983
3249,南京机电职业技术学院,516,移动商务,6,466,208235
3249,南京机电职业技术学院,517,云计算技术应用,3,475,199358
3250,南京交通职业技术学院,502,道路与桥梁工程技术,8,484,190234
3250,南京交通职业技术学院,507,工程造价,4,482,192782
3250,南京交通职业技术学院,508,园林工程技术,5,471,203243
3252,南京理工大学泰州科技学院,10,土木工程,3,488,185563
3255,南京旅游职业学院,501,酒店管理与数字化运营,7,462,212190
3255,南京旅游职业学院,506,研学旅行管理与服务,4,466,208424
3255,南京旅游职业学院,507,智慧旅游技术应用,1,471,203301
3255,南京旅游职业学院,511,餐饮智能管理,2,474,200964
3255,南京旅游职业学院,512,空中乘务,4,465,208619
3255,南京旅游职业学院,513,旅游英语,3,472,202627
3255,南京旅游职业学院,517,大数据技术,3,484,190526
3262,南京视觉艺术职业学院,501,建筑设计,10,370,267702
3262,南京视觉艺术职业学院,502,建筑室内设计,10,390,259429
3262,南京视觉艺术职业学院,503,数字媒体技术,10,422,241708
3262,南京视觉艺术职业学院,504,婴幼儿托育服务与管理,10,362,270530
3262,南京视觉艺术职业学院,505,休闲服务与管理,10,371,267337
3262,南京视觉艺术职业学院,519,广播影视节目制作,5,372,266703
3262,南京视觉艺术职业学院,520,影视编导,5,397,255978
3262,南京视觉艺术职业学院,522,摄影摄像技术,5,403,252667
3262,南京视觉艺术职业学院,523,网络直播与运营,5,377,264927
3262,南京视觉艺术职业学院,524,全媒体广告策划与营销,5,374,266279
3269,南京信息职业技术学院,508,电信服务与管理,4,488,186496
3275,南京中医药大学,5,护理学,1,565,93150
3277,南通大学杏林学院,5,海洋技术,4,498,175156
3278,南通科技职业学院,501,风景园林设计,10,440,229444
3278,南通科技职业学院,502,药品生物技术,7,451,220787
3278,南通科技职业学院,503,食品检验检测技术,6,451,221127
3278,南通科技职业学院,504,电梯工程技术,6,458,215484
3278,南通科技职业学院,505,新能源汽车技术,7,454,218774
3278,南通科技职业学院,506,计算机应用技术,6,464,209770
3278,南通科技职业学院,507,大数据与会计,6,461,212359
3278,南通科技职业学院,508,电子商务,6,448,223229
3279,南通职业大学,501,工程造价,4,470,204586
3279,南通职业大学,505,服装设计与工艺,2,486,188428
3279,南通职业大学,507,计算机应用技术,2,486,188402
3279,南通职业大学,508,软件技术,1,494,178936
3279,南通职业大学,510,人工智能技术应用,2,485,189524
3279,南通职业大学,513,电子商务,2,489,185084
3279,南通职业大学,514,现代物流管理,3,473,201544
3280,三江学院,21,智能建造与智慧交通,2,488,185686
3284,苏州百年职业学院,501,建筑设计(中外合作办学),25,328,279523
3284,苏州百年职业学院,502,风景园林设计(中外合作办学),25,327,279725
3284,苏州百年职业学院,503,建筑室内设计(中外合作办学),30,332,278724
3284,苏州百年职业学院,504,机电一体化技术(中外合作办学),35,346,275285
3284,苏州百年职业学院,505,智能控制技术(中外合作办学),35,326,280002
3284,苏州百年职业学院,506,软件技术(中外合作办学),30,324,280338
3284,苏州百年职业学院,507,大数据技术(中外合作办学),30,327,279867
3284,苏州百年职业学院,508,云计算技术应用(中外合作办学),25,322,280778
3284,苏州百年职业学院,509,信息安全技术应用(中外合作办学),25,322,280735
3284,苏州百年职业学院,510,人工智能技术应用(中外合作办学),25,331,278976
3284,苏州百年职业学院,511,工业互联网技术(中外合作办学),25,324,280297
3284,苏州百年职业学院,512,动漫制作技术(中外合作办学),30,337,277560
3284,苏州百年职业学院,513,国际金融(中外合作办学),25,321,280997
3284,苏州百年职业学院,514,大数据与会计(中外合作办学),30,335,277945
3284,苏州百年职业学院,515,国际经济与贸易(中外合作办学),25,330,279191
3284,苏州百年职业学院,516,工商企业管理(中外合作办学),25,325,280144
3284,苏州百年职业学院,517,市场营销(中外合作办学),25,332,278712
3284,苏州百年职业学院,518,电子商务(中外合作办学),25,344,275725
3284,苏州百年职业学院,521,商务英语(中外合作办学),25,338,277334
3285,苏州高博职业学院,501,软件技术,20,376,265339
3285,苏州高博职业学院,502,城市轨道交通运营管理,30,387,260597
3285,苏州高博职业学院,503,无人机应用技术,30,372,266717
3285,苏州高博职业学院,504,新能源汽车技术,10,376,265166
3285,苏州高博职业学院,505,建筑室内设计,40,362,270353
3285,苏州高博职业学院,506,电子商务,20,373,266589
3285,苏州高博职业学院,507,空中乘务,10,359,271370
3285,苏州高博职业学院,508,大数据与会计,40,378,264583
3285,苏州高博职业学院,509,护理,48,375,265871
3285,苏州高博职业学院,510,药学,30,374,266195
3285,苏州高博职业学院,511,休闲体育,30,354,273056
3286,苏州工业园区职业技术学院,501,机械设计与制造,3,440,229340
3286,苏州工业园区职业技术学院,502,数控技术,3,452,220560
3286,苏州工业园区职业技术学院,503,模具设计与制造,3,448,223721
3286,苏州工业园区职业技术学院,504,机电一体化技术,4,459,214725
3286,苏州工业园区职业技术学院,505,智能机电技术,4,438,230986
3286,苏州工业园区职业技术学院,506,工业机器人技术,4,445,225584
3286,苏州工业园区职业技术学院,507,汽车检测与维修技术,3,421,242198
3286,苏州工业园区职业技术学院,508,智能网联汽车技术,3,434,233601
3286,苏州工业园区职业技术学院,509,电气自动化技术,4,449,222557
3286,苏州工业园区职业技术学院,510,药品生物技术,4,449,222737
3286,苏州工业园区职业技术学院,511,城市轨道交通通信信号技术,3,448,223802
3286,苏州工业园区职业技术学院,512,电子信息工程技术,3,441,229282
3286,苏州工业园区职业技术学院,513,物联网应用技术,3,434,234080
3286,苏州工业园区职业技术学院,514,计算机网络技术,4,441,228677
3286,苏州工业园区职业技术学院,515,软件技术,3,431,235797
3286,苏州工业园区职业技术学院,516,人工智能技术应用,3,426,239136
3286,苏州工业园区职业技术学院,517,集成电路技术,3,430,236453
3286,苏州工业园区职业技术学院,518,微电子技术,3,427,238674
3286,苏州工业园区职业技术学院,519,金融科技应用,3,421,242443
3286,苏州工业园区职业技术学院,520,大数据与会计,4,454,218592
3286,苏州工业园区职业技术学院,521,国际经济与贸易,4,445,226250
3286,苏州工业园区职业技术学院,522,市场营销,3,435,233119
3286,苏州工业园区职业技术学院,523,现代物流管理,4,433,234823
3286,苏州工业园区职业技术学院,524,旅游管理,3,407,250355
3286,苏州工业园区职业技术学院,525,建筑装饰工程技术,3,423,241002
3286,苏州工业园区职业技术学院,526,建筑工程技术,3,418,244642
3286,苏州工业园区职业技术学院,527,工程造价,3,414,246517
3286,苏州工业园区职业技术学院,528,风景园林设计,3,414,246905
3286,苏州工业园区职业技术学院,529,商务英语,3,435,233473
3286,苏州工业园区职业技术学院,530,应用日语,3,426,239642
3289,苏州农业职业技术学院,501,茶叶生产与加工技术,2,461,212622
3289,苏州农业职业技术学院,503,环境工程技术,4,461,212465
3292,苏州职业技术大学,501,无人机应用技术,1,487,186586
3292,苏州职业技术大学,502,智能网联汽车技术,5,477,197183
3292,苏州职业技术大学,503,电子信息工程技术,2,486,188686
3292,苏州职业技术大学,515,学前教育(中外合作办学)(师范),3,479,195087
3293,无锡城市职业技术学院,501,电子商务,5,455,218000
3293,无锡城市职业技术学院,502,邮政快递运营管理,2,460,213619
3293,无锡城市职业技术学院,503,邮政快递智能技术,2,457,216026
3293,无锡城市职业技术学院,504,大数据与会计,4,480,194560
3293,无锡城市职业技术学院,505,会计信息管理,7,471,203141
3293,无锡城市职业技术学院,506,空中乘务,2,463,211085
3293,无锡城市职业技术学院,507,旅游管理,2,457,216511
3293,无锡城市职业技术学院,508,酒店管理与数字化运营,2,451,221535
3293,无锡城市职业技术学院,509,研学旅行管理与服务,10,442,227923
3293,无锡城市职业技术学院,510,机电一体化技术,4,481,193743
3293,无锡城市职业技术学院,511,电气自动化技术,5,477,197125
3293,无锡城市职业技术学院,512,信息安全技术应用,5,472,202542
3293,无锡城市职业技术学院,513,工业互联网技术,2,458,215158
3293,无锡城市职业技术学院,514,人工智能技术应用,4,469,204940
3293,无锡城市职业技术学院,515,建筑工程技术,11,445,225828
3293,无锡城市职业技术学院,516,建筑装饰工程技术,2,450,221984
3295,无锡南洋职业技术学院,501,新能源汽车技术,8,403,252769
3295,无锡南洋职业技术学院,502,建筑装饰工程技术,8,361,270694
3295,无锡南洋职业技术学院,503,建筑消防技术,8,365,269511
3295,无锡南洋职业技术学院,504,云计算技术应用,8,374,265969
3295,无锡南洋职业技术学院,505,计算机应用技术,10,385,261490
3295,无锡南洋职业技术学院,506,软件技术,8,372,266781
3295,无锡南洋职业技术学院,507,信息安全技术应用,8,368,268355
3295,无锡南洋职业技术学院,508,智能控制技术,8,381,263015
3295,无锡南洋职业技术学院,509,电气自动化技术,8,411,248260
3295,无锡南洋职业技术学院,510,机电一体化技术,8,406,251319
3295,无锡南洋职业技术学院,511,人工智能技术应用,10,375,265596
3295,无锡南洋职业技术学院,512,大数据与会计,13,411,248349
3295,无锡南洋职业技术学院,513,金融服务与管理,13,379,263955
3295,无锡南洋职业技术学院,514,市场营销,13,363,270086
3295,无锡南洋职业技术学院,515,电子商务,13,376,265321
3295,无锡南洋职业技术学院,516,人力资源管理,13,363,270153
3295,无锡南洋职业技术学院,517,跨境电子商务,12,368,268328
3295,无锡南洋职业技术学院,518,高速铁路客运服务,12,398,255196
3295,无锡南洋职业技术学院,519,中西面点工艺,13,406,251251
3295,无锡南洋职业技术学院,520,婴幼儿托育服务与管理,13,359,271417
3295,无锡南洋职业技术学院,521,应用英语,13,363,270313
3295,无锡南洋职业技术学院,522,国际商务,40,326,279992
3295,无锡南洋职业技术学院,523,智慧健康养老服务与管理,40,357,272275
3296,无锡商业职业技术学院,501,国际经济与贸易,3,472,202849
3296,无锡商业职业技术学院,502,市场营销,5,455,217493
3296,无锡商业职业技术学院,503,电子商务,5,461,212897
3296,无锡商业职业技术学院,504,跨境电子商务,5,459,214344
3296,无锡商业职业技术学院,506,金融服务与管理,4,459,214207
3296,无锡商业职业技术学院,507,工程造价,5,440,229944
3296,无锡商业职业技术学院,508,应用电子技术,5,454,218994
3296,无锡商业职业技术学院,509,云计算技术应用,3,458,215471
3296,无锡商业职业技术学院,510,人工智能技术应用,4,462,211684
3296,无锡商业职业技术学院,511,工业机器人技术,5,464,209787
3296,无锡商业职业技术学院,512,机电一体化技术,4,470,204327
3296,无锡商业职业技术学院,513,新能源汽车技术,6,456,216564
3299,江苏建筑职业技术学院,501,给排水工程技术,2,467,206675
3299,江苏建筑职业技术学院,502,工业机器人技术,3,459,214548
3299,江苏建筑职业技术学院,503,新能源汽车技术,2,485,189732
3299,江苏建筑职业技术学院,504,计算机网络技术,1,465,208862
3299,江苏建筑职业技术学院,505,软件技术,3,466,208514
3308,扬州工业职业技术学院,501,应用化工技术,5,450,222142
3308,扬州工业职业技术学院,502,石油化工技术,3,466,208137
3308,扬州工业职业技术学院,503,复合材料智能制造技术,5,443,227321
3308,扬州工业职业技术学院,504,建筑消防技术,8,443,227501
3308,扬州工业职业技术学院,505,机电一体化技术,10,457,216282
3308,扬州工业职业技术学院,506,电气自动化技术,10,462,212084
3308,扬州工业职业技术学院,507,工业机器人技术,5,455,218078
3308,扬州工业职业技术学院,508,飞行器数字化制造技术,5,450,221835
3308,扬州工业职业技术学院,509,物联网应用技术,5,451,221563
3308,扬州工业职业技术学院,510,云计算技术应用,5,447,223987
3308,扬州工业职业技术学院,511,大数据与会计,9,453,219120
3308,扬州工业职业技术学院,512,大数据与财务管理,5,451,221067
3308,扬州工业职业技术学院,513,市场营销,5,442,228310
3308,扬州工业职业技术学院,514,金融科技应用,10,439,230723
3308,扬州工业职业技术学院,515,商务数据分析与应用,10,444,227032
3308,扬州工业职业技术学院,516,汽车检测与维修技术,10,443,227516
3308,扬州工业职业技术学院,517,新能源汽车技术,5,450,221673
3308,扬州工业职业技术学院,518,电子商务,7,443,227451
3308,扬州工业职业技术学院,519,网络营销与直播电商,5,445,225881
3308,扬州工业职业技术学院,520,体育保健与康复,10,438,231267
3310,扬州职业技术大学,503,建筑工程技术,1,488,186064
3310,扬州职业技术大学,504,工程造价,1,482,192859
3310,扬州职业技术大学,506,现代通信技术,1,488,186350
3310,扬州职业技术大学,507,电子信息工程技术,1,490,183784
3310,扬州职业技术大学,508,智能光电技术应用,2,489,185208
3310,扬州职业技术大学,512,商务日语,2,480,193970
3313,正德职业技术学院,501,电气自动化技术,10,421,242311
3313,正德职业技术学院,502,电子信息工程技术,10,407,250834
3313,正德职业技术学院,503,大数据与会计,10,409,249772
3313,正德职业技术学院,504,融媒体技术与运营,10,390,259421
3317,钟山职业技术学院,501,药学,1,468,206516
3317,钟山职业技术学院,502,中医康复技术,2,472,202577
3317,钟山职业技术学院,503,体育保健与康复,1,427,238811
3317,钟山职业技术学院,504,智慧健康养老服务与管理,2,429,237359
3317,钟山职业技术学院,505,政府采购管理,5,394,257470
3317,钟山职业技术学院,506,大数据与会计,20,399,254750
3317,钟山职业技术学院,507,大数据与审计,5,403,252974
3317,钟山职业技术学院,508,市场营销,20,372,267069
3317,钟山职业技术学院,509,电子商务,25,380,263496
3317,钟山职业技术学院,510,旅游管理,5,396,256604
3317,钟山职业技术学院,511,融媒体技术与运营,5,389,259544
3317,钟山职业技术学院,512,工程造价,5,408,249854
3317,钟山职业技术学院,513,大数据技术,11,404,252329
3318,南通理工学院,3,智能装备与系统,3,489,184403
3318,南通理工学院,5,土木工程,3,483,191354
3320,太湖创意职业技术学院,501,大数据与会计,2,406,251167
3320,太湖创意职业技术学院,502,商务英语,2,404,252483
3321,无锡工艺职业技术学院,505,眼视光技术,7,485,189555
